id_solicitud,edad,ciudad,estrato,ingreso_mensual,antiguedad_laboral_meses,num_creditos_activos,utilizacion_cupo,mora_maxima_12m,num_consultas_6m,dti,default
SC-000697,18,Bogota,3,1206000.0,31,1,0.466,120,3,0.068,1
SC-000698,41,Cartagena,2,1000000.0,3,2,0.403,0,6,0.237,1
SC-000699,27,Barranquilla,5,1000000.0,38,0,0.251,0,1,0.0,1
SC-000700,23,Bucaramanga,2,2692000.0,25,2,0.218,0,3,0.193,0
SC-000701,42,Bogota,3,1000000.0,100,3,0.362,0,5,0.367,0
SC-000702,21,Bogota,3,1000000.0,10,1,0.409,0,2,0.1,0
SC-000703,18,Bogota,5,1948000.0,84,1,0.43,120,4,0.093,0
SC-000704,18,Bogota,4,1206000.0,39,2,0.17,90,1,0.182,1
SC-000705,37,Bogota,5,1000000.0,2,0,0.149,0,1,0.0,0
SC-000706,18,Bucaramanga,3,1121000.0,171,2,0.148,0,0,0.173,0
SC-000707,51,Bogota,4,1000000.0,34,2,0.446,0,1,0.25,0
SC-000708,18,Bogota,4,1906000.0,16,0,0.251,0,3,0.0,1
SC-000709,50,Cartagena,5,1861000.0,30,3,0.124,0,3,0.415,1
SC-000710,32,Medellín,6,1355000.0,93,4,0.384,120,3,0.291,1
SC-000711,28,Cartagena,1,1223000.0,17,0,0.397,0,2,0.0,1
SC-000712,23,Bogota,4,2833000.0,10,2,0.219,0,1,0.168,0
SC-000713,34,Cali,1,1000000.0,6,2,0.095,0,3,0.162,0
SC-000714,29,Bogota,4,1000000.0,16,2,0.737,0,1,0.245,1
SC-000715,43,Bogota,3,1289000.0,72,2,0.236,0,1,0.161,0
SC-000716,31,Bucaramanga,3,3442000.0,30,3,0.359,0,2,0.166,1
SC-000717,31,Bogota,3,1000000.0,12,0,0.226,0,4,0.0,1
SC-000718,25,Cali,4,1000000.0,8,0,0.152,30,0,0.0,0
SC-000719,29,Medellín,3,1264000.0,19,1,0.328,0,2,0.083,0
SC-000720,33,Medellín,4,1000000.0,134,3,0.119,0,1,0.339,0
SC-000721,18,Bucaramanga,3,1000000.0,20,1,0.373,0,2,0.116,0
SC-000722,18,Bogota,1,1930000.0,212,1,0.586,90,3,0.123,1
SC-000723,38,Barranquilla,5,3961000.0,31,2,0.203,0,5,0.279,0
SC-000724,32,Bucaramanga,3,1108000.0,9,0,0.187,0,2,0.0,0
SC-000725,27,Cali,3,1000000.0,106,2,0.134,0,4,0.133,0
SC-000726,30,Bucaramanga,4,1000000.0,29,4,0.193,30,5,0.328,1
SC-000727,34,Bogota,3,1149000.0,59,2,0.22,0,2,0.186,0
SC-000728,23,Medellín,1,1909000.0,197,3,0.459,0,3,0.364,0
SC-000729,20,Bogota,3,1309000.0,2,1,0.332,0,2,0.051,0
SC-000730,32,Cartagena,6,1000000.0,4,4,0.435,0,4,0.326,1
SC-000731,18,Bucaramanga,4,1000000.0,61,1,0.196,0,4,0.128,1
SC-000732,34,Bogota,4,1000000.0,15,2,0.314,0,2,0.234,0
SC-000733,18,Barranquilla,4,1625000.0,9,1,0.299,60,2,0.123,1
SC-000734,42,Bogota,2,1704000.0,1,1,0.038,30,6,0.131,0
SC-000735,35,Cali,3,1000000.0,1,4,0.044,0,0,0.513,0
SC-000736,33,Medellín,5,2556000.0,71,0,0.05,0,1,0.0,0
SC-000737,41,Bucaramanga,2,1389000.0,6,0,0.24,0,5,0.0,0
SC-000738,49,Cali,3,2280000.0,30,2,0.406,0,3,0.297,0
SC-000739,42,Medellín,3,1000000.0,44,2,0.145,90,0,0.214,1
SC-000740,18,Bogota,3,1000000.0,26,1,0.091,180,1,0.07,1
SC-000741,18,Bogota,6,1000000.0,1,2,0.177,0,2,0.159,0
SC-000742,22,Bogota,1,1331000.0,73,2,0.257,0,2,0.239,1
SC-000743,30,Bogota,4,2893000.0,0,3,0.135,0,2,0.427,0
SC-000744,36,Bucaramanga,2,1504000.0,68,3,0.104,30,2,0.204,0
SC-000745,21,Cali,6,1000000.0,107,1,0.099,30,2,0.058,0
SC-000746,32,Cali,2,1000000.0,27,1,0.68,60,4,0.138,0
SC-000747,20,Bogota,3,2060000.0,36,1,0.082,60,2,0.142,0
SC-000748,22,Bucaramanga,4,1000000.0,31,2,0.346,0,1,0.155,0
SC-000749,18,Barranquilla,4,2616000.0,23,1,0.67,30,1,0.088,1
SC-000750,18,Bogota,3,1000000.0,104,4,0.447,30,2,0.464,0
SC-000751,18,Barranquilla,3,2557000.0,107,0,0.104,0,2,0.0,0
SC-000752,18,Cali,3,1480000.0,19,4,0.579,0,3,0.551,0
SC-000753,42,Bogota,3,1000000.0,45,4,0.085,30,2,0.243,0
SC-000754,18,Medellín,2,1000000.0,125,2,0.174,0,1,0.108,0
SC-000755,61,Cali,3,1000000.0,157,2,0.22,30,5,0.142,1
SC-000756,35,Bogota,3,1273000.0,34,0,0.112,30,3,0.0,0
SC-000757,32,Bucaramanga,3,1031000.0,28,1,0.291,30,3,0.061,0
SC-000758,19,Bucaramanga,4,1000000.0,15,1,0.148,30,4,0.057,0
SC-000759,38,Barranquilla,6,1000000.0,153,0,0.667,0,4,0.0,1
SC-000760,23,Medellín,4,1032000.0,7,2,0.208,30,3,0.133,0
SC-000761,31,Medellín,1,1000000.0,41,2,0.403,0,2,0.283,1
SC-000762,60,Barranquilla,1,1296000.0,15,0,0.578,0,4,0.0,1
SC-000763,28,Cali,6,1000000.0,15,0,0.351,0,1,0.0,0
SC-000764,43,Bogota,3,1000000.0,24,5,0.659,0,1,0.363,0
SC-000765,21,Cali,1,1000000.0,322,1,0.437,0,1,0.074,0
SC-000766,29,Bucaramanga,4,1000000.0,2,3,0.319,150,3,0.322,1
SC-000767,51,Medellín,4,1000000.0,41,2,0.231,0,4,0.212,1
SC-000768,22,Bogota,4,1000000.0,4,3,0.07,0,6,0.381,0
SC-000769,51,Cartagena,3,3179000.0,8,3,0.244,0,3,0.377,0
SC-000770,38,Bogota,1,1000000.0,27,2,0.131,0,2,0.234,0
SC-000771,23,Bogota,6,1095000.0,34,0,0.498,60,3,0.0,0
SC-000772,37,Bogota,3,1252000.0,14,3,0.131,0,5,0.417,1
SC-000773,41,Medellín,4,1065000.0,18,0,0.283,30,2,0.0,0
SC-000774,37,Cartagena,4,1000000.0,4,3,0.393,30,0,0.447,0
SC-000775,18,Cali,4,1000000.0,17,1,0.118,0,3,0.132,0
SC-000776,21,Bogota,3,2351000.0,163,2,0.292,90,2,0.109,0
SC-000777,27,Bucaramanga,3,2912000.0,138,4,0.184,0,2,0.328,0
SC-000778,29,Bucaramanga,4,1000000.0,19,3,0.361,0,5,0.322,0
SC-000779,37,Bucaramanga,5,1000000.0,40,1,0.087,90,3,0.122,0
SC-000780,32,Bogota,6,1000000.0,115,0,0.658,90,3,0.0,1
SC-000781,18,Medellín,2,1000000.0,0,4,0.314,0,0,0.514,0
SC-000782,34,Bucaramanga,2,1334000.0,79,1,0.591,0,2,0.078,0
SC-000783,37,Cartagena,6,1000000.0,142,1,0.449,0,1,0.068,0
SC-000784,36,Bogota,4,3609000.0,4,3,0.162,0,6,0.166,0
SC-000785,42,Bogota,5,2011000.0,8,3,0.41,150,3,0.322,1
SC-000786,40,Medellín,2,1119000.0,155,2,0.536,0,2,0.238,1
SC-000787,35,Bucaramanga,4,1823000.0,37,0,0.471,0,1,0.0,0
SC-000788,29,Cali,4,1912000.0,0,3,0.308,90,2,0.334,0
SC-000789,18,Cali,4,1000000.0,14,0,0.15,0,3,0.0,0
SC-000790,35,Bogota,3,1000000.0,28,0,0.376,0,5,0.0,1
SC-000791,32,Barranquilla,1,1032000.0,56,1,0.359,120,1,0.12,0
SC-000792,33,Bucaramanga,4,1651000.0,63,2,0.204,60,0,0.174,0
SC-000793,18,Medellín,3,1070000.0,258,1,0.111,60,0,0.117,0
SC-000794,18,Cartagena,3,1000000.0,16,1,0.325,0,5,0.133,0
SC-000795,42,Bucaramanga,6,1000000.0,37,2,0.134,60,1,0.271,1
SC-000796,29,Bogota,3,1000000.0,36,1,0.204,0,3,0.067,0
SC-000797,38,Cali,5,1000000.0,24,2,0.389,0,1,0.197,0
SC-000798,30,Bogota,2,3216000.0,8,0,0.128,150,5,0.0,0
SC-000799,30,Cartagena,4,1000000.0,182,1,0.084,0,5,0.127,0
SC-000800,41,Cali,6,1334000.0,92,1,0.06,60,0,0.128,0
SC-000801,23,Barranquilla,2,2406000.0,33,3,0.349,0,3,0.218,0
SC-000802,31,Cartagena,1,3847000.0,44,1,0.36,0,2,0.069,0
SC-000803,24,Medellín,3,1000000.0,12,0,0.213,60,3,0.0,0
SC-000804,24,Bucaramanga,1,1322000.0,37,3,0.45,0,3,0.372,0
SC-000805,26,Cali,4,1386000.0,56,1,0.232,30,5,0.082,0
SC-000806,32,Bogota,6,1107000.0,34,0,0.239,0,1,0.0,1
SC-000807,24,Barranquilla,3,1000000.0,222,3,0.214,120,2,0.365,1
SC-000808,45,Cartagena,3,1279000.0,45,1,0.057,0,0,0.08,1
SC-000809,19,Medellín,3,1000000.0,22,0,0.172,0,5,0.0,0
SC-000810,27,Bucaramanga,4,1483000.0,70,3,0.06,0,5,0.194,0
SC-000811,24,Bucaramanga,1,1062000.0,8,1,0.185,120,2,0.081,1
SC-000812,47,Bogota,4,1000000.0,23,1,0.401,30,5,0.109,0
SC-000813,32,Bucaramanga,4,3362000.0,20,2,0.046,30,0,0.172,1
SC-000814,42,Bogota,4,1000000.0,27,1,0.175,0,3,0.052,0
SC-000815,18,Bogota,2,1000000.0,73,2,0.173,0,4,0.119,0
SC-000816,33,Bogota,4,3252000.0,31,3,0.374,0,6,0.237,0
SC-000817,40,Bucaramanga,1,1000000.0,75,1,0.142,0,3,0.116,1
SC-000818,30,Barranquilla,2,1000000.0,41,1,0.429,0,3,0.06,0
SC-000819,42,Bogota,5,1000000.0,20,0,0.152,150,2,0.0,0
SC-000820,23,Medellín,4,1631000.0,79,0,0.441,60,4,0.0,1
SC-000821,46,Cali,1,1115000.0,13,2,0.41,0,0,0.142,0
SC-000822,57,Bogota,2,1000000.0,12,0,0.27,0,3,0.0,1
SC-000823,25,Bucaramanga,2,1000000.0,33,2,0.225,60,2,0.113,0
SC-000824,24,Bucaramanga,3,1000000.0,14,0,0.089,0,7,0.0,0
SC-000825,47,Cali,2,1000000.0,0,1,0.272,0,3,0.096,0
SC-000826,48,Bucaramanga,1,1271000.0,50,0,0.443,0,2,0.0,0
SC-000827,23,Medellín,3,1265000.0,34,1,0.109,0,3,0.06,0
SC-000828,24,Bucaramanga,4,1000000.0,28,1,0.45,60,4,0.064,1
SC-000829,26,Barranquilla,4,1864000.0,163,4,0.49,0,3,0.323,0
SC-000830,18,Barranquilla,4,1146000.0,40,2,0.141,0,1,0.253,1
SC-000831,18,Bogota,1,2260000.0,95,3,0.268,0,0,0.242,1
SC-000832,18,Bucaramanga,6,1285000.0,7,0,0.623,30,8,0.0,1
SC-000833,20,Medellín,5,1907000.0,40,1,0.174,0,1,0.08,0
SC-000834,29,Bogota,5,1303000.0,97,2,0.421,0,5,0.116,0
SC-000835,32,Bogota,5,2208000.0,41,3,0.14,120,1,0.432,1
SC-000836,48,Cali,6,1347000.0,60,3,0.239,120,3,0.315,0
SC-000837,18,Cali,4,1000000.0,22,4,0.157,180,1,0.515,1
SC-000838,41,Barranquilla,2,3850000.0,4,0,0.228,60,1,0.0,0
SC-000839,27,Bucaramanga,4,1679000.0,29,0,0.379,0,1,0.0,1
SC-000840,29,Bogota,4,1389000.0,24,3,0.267,0,1,0.177,0
SC-000841,38,Cartagena,4,1000000.0,96,2,0.271,0,1,0.229,0
SC-000842,18,Bogota,4,1000000.0,13,1,0.14,0,3,0.066,1
SC-000843,34,Bucaramanga,1,1174000.0,163,1,0.557,120,2,0.091,1
SC-000844,31,Bucaramanga,3,1074000.0,152,1,0.546,60,9,0.113,0
SC-000845,35,Cali,6,1000000.0,13,3,0.365,30,2,0.385,0
SC-000846,33,Barranquilla,4,1072000.0,20,1,0.671,0,5,0.119,0
SC-000847,59,Medellín,4,2554000.0,108,0,0.395,90,3,0.0,0
SC-000848,22,Medellín,3,1494000.0,163,1,0.031,60,2,0.065,0
SC-000849,23,Bucaramanga,3,1000000.0,28,4,0.093,0,3,0.338,0
SC-000850,22,Medellín,5,1000000.0,18,2,0.177,90,3,0.109,0
SC-000851,23,Medellín,4,1000000.0,35,0,0.379,0,3,0.0,0
SC-000852,22,Cali,5,1000000.0,55,3,0.069,0,2,0.436,1
SC-000853,44,Bucaramanga,3,1000000.0,15,2,0.283,30,5,0.153,1
SC-000854,47,Medellín,4,1000000.0,64,1,0.414,30,3,0.059,0
SC-000855,23,Bogota,2,1000000.0,2,0,0.193,0,2,0.0,0
SC-000856,20,Barranquilla,4,1000000.0,2,3,0.297,0,3,0.407,0
SC-000857,35,Bucaramanga,3,1000000.0,23,3,0.343,180,4,0.316,1
SC-000858,23,Bogota,3,1000000.0,20,2,0.363,30,4,0.109,0
SC-000859,37,Bogota,4,3375000.0,18,2,0.219,30,0,0.295,0
SC-000860,32,Bogota,6,1892000.0,32,1,0.445,0,1,0.133,0
SC-000861,18,Medellín,1,1000000.0,18,2,0.196,0,4,0.126,0
SC-000862,48,Medellín,5,1000000.0,10,3,0.282,0,2,0.427,0
SC-000863,51,Cartagena,3,1000000.0,17,0,0.257,0,4,0.0,0
SC-000864,22,Barranquilla,3,2724000.0,176,2,0.232,0,3,0.174,1
SC-000865,25,Cali,1,3074000.0,25,0,0.307,0,1,0.0,1
SC-000866,33,Medellín,3,1082000.0,28,3,0.509,0,3,0.4,0
SC-000867,34,Bucaramanga,4,1820000.0,41,0,0.06,0,0,0.0,0
SC-000868,37,Medellín,1,1094000.0,196,4,0.238,60,1,0.224,0
SC-000869,54,Bucaramanga,3,1000000.0,13,1,0.097,0,1,0.146,0
SC-000870,27,Barranquilla,6,1000000.0,54,2,0.06,0,3,0.13,0
SC-000871,20,Bogota,2,1066000.0,60,1,0.158,0,2,0.125,0
SC-000872,18,Barranquilla,5,1000000.0,44,2,0.546,0,3,0.227,0
SC-000873,21,Medellín,3,1000000.0,4,2,0.321,0,2,0.138,0
SC-000874,29,Barranquilla,4,1000000.0,54,1,0.207,150,4,0.067,1
SC-000875,51,Bogota,3,1000000.0,3,1,0.169,60,4,0.137,0
SC-000876,23,Bogota,2,1016000.0,43,3,0.345,0,5,0.276,1
SC-000877,32,Bucaramanga,2,1000000.0,64,1,0.259,0,4,0.115,0
SC-000878,29,Bogota,1,1000000.0,11,1,0.218,0,3,0.1,0
SC-000879,44,Bucaramanga,2,1000000.0,88,4,0.085,60,2,0.491,0
SC-000880,60,Bogota,4,1770000.0,1,0,0.137,0,4,0.0,0
SC-000881,23,Barranquilla,5,1000000.0,89,2,0.509,0,0,0.157,0
SC-000882,24,Barranquilla,5,1967000.0,29,2,0.303,60,2,0.173,0
SC-000883,42,Cali,4,2262000.0,11,1,0.135,60,1,0.136,0
SC-000884,38,Medellín,2,1000000.0,6,4,0.332,60,2,0.387,0
SC-000885,52,Bogota,3,1000000.0,147,2,0.437,90,2,0.143,1
SC-000886,37,Bogota,3,1000000.0,3,4,0.171,120,2,0.574,1
SC-000887,25,Medellín,2,1000000.0,10,1,0.233,0,6,0.13,0
SC-000888,37,Barranquilla,4,1000000.0,20,1,0.248,0,6,0.056,0
SC-000889,43,Bucaramanga,4,1000000.0,46,5,0.127,60,3,0.749,0
SC-000890,39,Bucaramanga,3,2466000.0,37,1,0.308,30,3,0.119,0
SC-000891,36,Cartagena,3,1467000.0,6,1,0.134,180,1,0.066,0
SC-000892,42,Cartagena,5,1000000.0,16,1,0.066,0,5,0.074,0
SC-000893,44,Barranquilla,5,1000000.0,13,2,0.131,0,2,0.238,0
SC-000894,46,Bogota,3,1000000.0,11,2,0.297,0,3,0.256,0
SC-000895,37,Bucaramanga,6,1000000.0,25,3,0.135,0,2,0.222,1
SC-000896,27,Barranquilla,6,1326000.0,58,2,0.239,0,2,0.151,0
SC-000897,31,Cali,3,1000000.0,11,3,0.265,30,1,0.242,0
SC-000898,44,Bogota,3,1338000.0,21,3,0.088,0,4,0.329,0
SC-000899,20,Medellín,4,3144000.0,23,4,0.69,30,1,0.269,0
SC-000900,34,Medellín,6,1606000.0,179,1,0.203,30,1,0.06,0
SC-000901,25,Bucaramanga,5,1000000.0,148,2,0.421,0,1,0.236,0
SC-000902,30,Cali,2,1000000.0,77,2,0.238,0,3,0.256,0
SC-000903,45,Medellín,3,1000000.0,13,1,0.416,30,3,0.1,0
SC-000904,32,Bucaramanga,4,1999000.0,3,0,0.377,60,6,0.0,1
SC-000905,30,Bogota,4,1000000.0,18,1,0.265,90,3,0.093,1
SC-000906,18,Medellín,2,1012000.0,14,2,0.069,90,1,0.178,0
SC-000907,38,Bogota,5,1015000.0,33,3,0.549,150,4,0.438,1
SC-000908,37,Cartagena,4,1000000.0,72,2,0.13,0,2,0.254,0
SC-000909,55,Bucaramanga,5,1000000.0,93,1,0.089,90,4,0.071,1
SC-000910,26,Bogota,5,1195000.0,89,1,0.394,60,1,0.088,0
SC-000911,32,Bucaramanga,4,1000000.0,21,0,0.301,90,5,0.0,1
SC-000912,32,Bogota,3,1329000.0,55,2,0.241,0,1,0.223,1
SC-000913,48,Bucaramanga,4,1000000.0,18,2,0.169,150,4,0.194,1
SC-000914,28,Cartagena,2,2048000.0,3,1,0.503,0,7,0.131,1
SC-000915,33,Bucaramanga,4,1000000.0,58,2,0.104,60,3,0.254,0
SC-000916,37,Bogota,2,2750000.0,0,1,0.275,0,2,0.101,1
SC-000917,32,Bucaramanga,4,1000000.0,25,1,0.09,0,2,0.135,0
SC-000918,24,Barranquilla,2,1278000.0,19,1,0.382,0,3,0.125,1
SC-000919,32,Medellín,2,1310000.0,56,2,0.664,0,4,0.256,0
SC-000920,42,Bucaramanga,2,1000000.0,69,4,0.346,0,4,0.583,0
SC-000921,18,Bogota,1,1270000.0,17,2,0.138,60,8,0.153,1
SC-000922,31,Bucaramanga,4,2122000.0,80,1,0.418,0,2,0.077,0
SC-000923,21,Bogota,4,1000000.0,16,0,0.184,0,1,0.0,0
SC-000924,44,Barranquilla,4,1331000.0,28,1,0.161,0,4,0.127,0
SC-000925,18,Cali,2,1000000.0,62,4,0.236,0,4,0.571,0
SC-000926,23,Bogota,1,1000000.0,56,5,0.065,0,8,0.282,1
SC-000927,34,Bogota,1,2617000.0,209,1,0.564,0,2,0.113,0
SC-000928,48,Bogota,2,1000000.0,12,1,0.264,0,1,0.064,0
SC-000929,29,Medellín,5,1000000.0,52,4,0.277,30,3,0.402,0
SC-000930,23,Medellín,2,1000000.0,45,2,0.516,0,4,0.131,1
SC-000931,52,Cali,3,3405000.0,118,3,0.525,0,1,0.188,0
SC-000932,18,Bogota,2,1000000.0,8,3,0.179,0,2,0.154,1
SC-000933,18,Bogota,2,1000000.0,66,2,0.284,150,1,0.226,1
SC-000934,35,Cartagena,4,2418000.0,40,1,0.143,0,3,0.086,0
SC-000935,23,Bogota,4,3001000.0,15,2,0.462,0,1,0.121,0
SC-000936,18,Bucaramanga,2,1000000.0,30,2,0.552,0,1,0.165,0
SC-000937,38,Bucaramanga,1,1000000.0,19,0,0.058,0,4,0.0,0
SC-000938,32,Barranquilla,3,3463000.0,41,3,0.57,0,1,0.433,0
SC-000939,23,Cali,2,2563000.0,105,3,0.113,0,5,0.246,1
SC-000940,18,Bucaramanga,2,1480000.0,40,0,0.195,0,1,0.0,1
SC-000941,40,Bogota,6,1000000.0,47,3,0.086,0,2,0.402,0
SC-000942,37,Bogota,4,1000000.0,35,0,0.333,0,3,0.0,0
SC-000943,28,Bogota,4,1000000.0,2,3,0.117,30,4,0.363,1
SC-000944,52,Cartagena,3,1201000.0,12,0,0.217,180,3,0.0,0
SC-000945,18,Bogota,3,2352000.0,32,2,0.212,0,6,0.289,1
SC-000946,18,Cali,4,1669000.0,17,1,0.044,30,3,0.071,1
SC-000947,21,Bucaramanga,4,1000000.0,9,1,0.339,150,2,0.149,1
SC-000948,29,Bucaramanga,4,2249000.0,33,2,0.03,60,2,0.266,0
SC-000949,32,Cali,2,1188000.0,18,2,0.199,0,4,0.218,1
SC-000950,27,Bogota,4,1487000.0,14,2,0.406,30,2,0.232,1
SC-000951,34,Bucaramanga,3,2374000.0,29,2,0.431,0,1,0.23,0
SC-000952,18,Cali,5,1000000.0,6,1,0.202,0,6,0.056,0
SC-000953,47,Bogota,4,1000000.0,126,2,0.109,0,2,0.144,0
SC-000954,29,Bogota,4,1000000.0,97,3,0.312,0,2,0.438,1
SC-000955,43,Bucaramanga,2,1000000.0,59,2,0.344,0,3,0.207,0
SC-000956,34,Barranquilla,4,1212000.0,5,1,0.387,0,2,0.088,0
SC-000957,35,Bucaramanga,2,4443000.0,71,0,0.251,30,2,0.0,0
SC-000958,36,Bucaramanga,3,1000000.0,79,0,0.421,0,2,0.0,0
SC-000959,35,Cali,2,1000000.0,70,0,0.211,0,3,0.0,0
SC-000960,37,Cali,4,1446000.0,5,0,0.208,0,3,0.0,0
SC-000961,45,Medellín,2,1060000.0,49,2,0.208,0,4,0.246,0
SC-000962,32,Medellín,3,1000000.0,86,2,0.312,0,5,0.133,0
SC-000963,38,Medellín,5,1000000.0,41,2,0.242,150,0,0.291,0
SC-000964,28,Cartagena,2,1132000.0,49,1,0.522,0,1,0.072,0
SC-000965,47,Cali,4,1000000.0,29,1,0.497,0,0,0.096,0
SC-000966,21,Bucaramanga,3,1000000.0,36,2,0.284,90,2,0.123,1
SC-000967,51,Medellín,1,2016000.0,1,0,0.057,0,3,0.0,0
SC-000968,29,Cali,5,1750000.0,48,1,0.559,90,4,0.088,0
SC-000969,18,Barranquilla,1,1016000.0,4,3,0.378,0,3,0.256,0
SC-000970,31,Cali,3,1130000.0,27,0,0.078,0,1,0.0,0
SC-000971,21,Barranquilla,4,1876000.0,16,0,0.408,0,3,0.0,0
SC-000972,40,Bogota,4,1126000.0,37,1,0.059,0,4,0.13,0
SC-000973,22,Cali,4,1694000.0,6,1,0.074,0,3,0.107,0
SC-000974,24,Bogota,3,1000000.0,56,0,0.226,90,1,0.0,0
SC-000975,18,Medellín,1,2163000.0,76,2,0.8,30,0,0.218,0
SC-000976,24,Cali,4,1194000.0,8,2,0.136,30,4,0.111,0
SC-000977,18,Barranquilla,4,1106000.0,5,2,0.549,60,4,0.11,1
SC-000978,18,Bucaramanga,5,1000000.0,7,0,0.415,0,3,0.0,1
SC-000979,39,Cali,5,1170000.0,100,3,0.136,30,2,0.402,0
SC-000980,39,Cartagena,5,1000000.0,36,0,0.316,0,3,0.0,0
SC-000981,35,Cali,3,1000000.0,30,2,0.57,60,2,0.224,1
SC-000982,18,Barranquilla,3,1000000.0,5,3,0.362,0,5,0.297,1
SC-000983,29,Bogota,5,1000000.0,50,4,0.086,30,1,0.587,0
SC-000984,29,Bogota,3,3523000.0,97,2,0.055,90,0,0.29,0
SC-000985,18,Medellín,2,2189000.0,84,1,0.434,0,3,0.148,0
SC-000986,48,Medellín,5,3116000.0,47,1,0.161,0,3,0.137,0
SC-000987,40,Bogota,5,1000000.0,3,5,0.243,0,3,0.705,0
SC-000988,27,Bogota,3,1028000.0,5,3,0.182,0,4,0.215,0
SC-000989,30,Bogota,1,1000000.0,2,3,0.208,30,6,0.399,0
SC-000990,32,Bucaramanga,3,1000000.0,14,1,0.203,120,3,0.121,0
SC-000991,18,Medellín,5,1000000.0,6,0,0.14,0,1,0.0,0
SC-000992,27,Cali,6,2071000.0,14,1,0.37,0,4,0.107,0
SC-000993,21,Bogota,2,1000000.0,23,2,0.416,30,1,0.117,0
SC-000994,18,Cali,1,1869000.0,137,2,0.149,0,2,0.219,1
SC-000995,26,Bogota,5,1415000.0,45,0,0.159,0,1,0.0,0
SC-000996,51,Bogota,3,3922000.0,86,3,0.482,90,4,0.216,0
SC-000997,37,Cali,4,1000000.0,59,2,0.14,30,2,0.179,1
SC-000998,23,Bogota,6,2096000.0,5,3,0.356,0,2,0.33,0
SC-000999,36,Bogota,1,1959000.0,63,3,0.518,0,1,0.262,0
